"ID","XCOO","YCOO","ELEV","COUN","ASP","TOPC","LITO","Ac_228","As","Au","Ba","Bi_214","Br","Ca","Ce","Co","Cr","Cs","Cs_137","EC","Eu","Fe","Hf","Hg","K_40","La","LOI","Lu","Mo","Na","Nd","Ni","pH","Rb","Sb","Sc","Sm","Sr","Tb","Th","U","W","Yb","Zn"
253,398532,7660000,380,"NOR","FLAT",41,1,6.7,0.25,0.001,520,6.1,0.25,20000,10,4,41,0.5,34.4,17.2,0.4,10700,6,0.5,412.9,6.6,13.6,0.14,0.5,21200,9,10,4.5,7.5,0.05,4.5,1,250,0.25,1.6,1.4,0.5,0.7,25
256,458717,7710000,320,"FIN","SE",50,31,18.9,0.25,0.001,540,8.3,3.6,20000,36,8,100,1,34.3,21.6,0.9,35300,8,0.5,292,20,18.2,0.41,0.5,14000,2.5,10,4.5,53,0.05,12,2.6,250,0.25,5.5,1.9,0.5,2.1,25
258,811453,7540000,370,"RUS","NW",40,83,21.2,0.25,0.001,520,11.8,15,20000,14,13,160,0.5,65.2,17.8,0.6,36900,7,0.5,457.9,6.8,52.6,0.21,0.5,21900,2.5,10,4.5,43,0.05,13,1.3,250,0.25,3.2,1.6,0.5,1.4,25
259,649400,7730000,,,,,,6.5,0.25,0.001,230,2.8,9.1,5000,7,4,24,0.5,34.7,15.1,0.3,8600,2,0.5,188.6,3.4,16.3,0.06,0.5,12600,2.5,10,4.6,33,0.05,4.1,0.6,250,0.25,1.4,0.25,0.5,0.4,52
260,618500,7710000,,,,,,4.4,2.5,0.001,450,5.6,6.9,10000,12,3,32,0.5,53.9,59.2,0.4,12900,4,0.5,106.7,7.1,56.6,0.16,0.5,17000,7,93,3.9,24,0.2,4.4,0.9,250,0.25,1.7,0.25,0.5,0.8,25
261,439250,7710000,320,"NOR","FLAT",38,1,8.2,0.25,0.003,600,5.1,11,20000,60,5,48,0.5,39.8,22.6,1.1,22800,7,0.5,286.8,31,21.8,0.21,0.5,19100,19,10,4.4,52,0.2,3.8,3.2,250,0.25,5.3,0.25,0.5,1.2,61
262,617702,7480000,320,"FIN","NW",42,1,9.8,2.3,0.005,430,4.6,3,20000,27,5,77,0.5,38.2,17.6,0.7,14700,5,0.5,191.2,13,15.7,0.17,3,20300,9,10,4.8,27,0.5,4.7,1.9,250,0.25,3.4,0.25,0.5,1,78
263,775412,7660000,180,"RUS","FLAT",31,4,6.1,0.25,0.001,230,2.8,11,10000,15,4,42,0.5,26.6,19.7,0.4,12600,5,0.5,155.5,8.5,23.3,0.1,5,19500,6,10,4.9,7.5,0.05,4.3,1.2,250,0.25,2.1,0.25,0.5,0.7,25
264,659503,7400000,80,"RUS","FLAT",30,1,6.7,0.25,0.001,280,1.2,4.8,5000,15,8,96,0.5,52.3,37.3,0.7,18800,4,0.5,178.6,8.7,40.4,0.15,7,16800,8,10,4.4,33,0.05,7.9,1.4,250,0.25,2.5,0.25,0.5,1,25
266,861309,7460000,140,"RUS","S",27,51,7.6,0.25,0.001,480,3.7,2.3,20000,39,3,43,0.5,20.4,16.9,0.7,16000,5,0.5,473,20,11.8,0.15,0.5,23700,12,10,4.5,44,0.05,4,1.6,250,0.25,2.5,0.25,0.5,0.9,25
267,487450,7810000,70,"NOR","FLAT",44,10,10.6,1.6,0.001,390,6,5.6,5000,13,1,22,0.5,69.9,26.8,0.4,8700,5,0.5,331.2,7.9,18.2,0.2,0.5,17800,7,10,4.7,43,0.05,3.6,1.1,250,0.25,2.1,0.25,0.5,1,25
268,560960,7810000,,,,,,24.8,3.1,0.001,230,10.9,6.6,5000,61,3,45,2,79,31.8,1.1,14800,8,0.5,333.4,31,24.6,0.39,0.5,5600,32,10,4.4,80,0.3,6.6,3.5,250,0.25,7.6,2,0.5,3,61
271,543182,7560000,290,"FIN","SW",31,31,23,0.25,0.001,730,5.3,4.6,5000,63,8,100,0.5,54,22.8,1.2,43000,7,0.5,359.5,35,16.8,0.63,0.5,4500,31,81,4.3,54,0.05,14,4.2,250,0.9,11,1.2,0.5,4,132
272,454219,7510000,280,"FIN","SE",40,51,8.6,9.6,0.001,450,7.7,2.8,10000,18,8,70,0.5,21.9,20.2,0.7,39500,4,0.5,315.6,9.3,13.5,0.17,1,15900,6,10,4.5,36,0.8,12,1.6,500,0.25,3.1,0.25,0.5,1.3,72
274,722289,7700000,110,"RUS",,45,4,18.3,0.9,0.001,3000,12.4,18,5000,33,3,6,0.5,87.2,43.1,0.8,16800,10,0.5,643.1,18,46.7,0.15,0.5,17700,16,10,4.3,72,0.3,2.8,1.4,900,0.25,4.6,2.4,0.5,0.8,82
275,577964,7750000,230,"NOR","FLAT",30,20,9.3,1.5,0.001,490,5.8,4.8,5000,15,5,45,0.5,22.7,8.7,0.5,20700,6,0.5,505.6,6.7,5.94,0.22,0.5,20600,2.5,10,5,70,0.05,7,1.2,250,0.25,2.1,0.25,0.5,1.4,55
276,664417,7440000,190,"RUS","S",40,1,3,0.25,0.001,470,2.4,3.6,30000,9,3,64,0.5,37.7,47.6,0.5,9500,5,0.5,212.3,3.9,45.2,0.09,0.5,19100,2.5,10,4.5,29,0.05,3.2,0.9,250,0.25,0.1,0.25,0.5,0.5,100
278,725745,7660000,200,"RUS","SW",54,20,15.9,0.25,0.01,750,16.4,10,20000,36,8,62,0.5,51.8,60.4,1,18800,7,0.5,304.9,19,28.9,0.22,0.5,22200,19,10,5.5,25,0.05,8,2.6,700,0.25,4.2,0.25,0.5,1.3,25
279,667263,7560000,,,,,,2.9,0.25,0.001,480,4.3,1.8,20000,6,5,73,0.5,27.2,56.6,0.4,15500,5,0.5,303.8,3,12.5,0.19,0.5,18700,2.5,10,5.3,38,0.05,5.4,0.8,250,0.25,0.7,0.25,0.5,1.2,25
280,802101,7640000,230,"RUS","FLAT",37,4,8.9,0.25,0.001,390,4.4,17,20000,30,7,100,1,19,14,0.5,21700,6,0.5,181.3,16,23.9,0.18,0.5,20300,17,10,4.8,31,0.05,6.8,2.1,500,0.25,4.7,0.25,0.5,1,25
281,431278,7580000,320,"FIN","S",35,51,2.9,0.25,0.001,470,0.1,5.4,20000,11,10,53,0.5,12.2,16.7,0.5,28900,4,0.5,112.2,6,19.9,0.19,0.5,19700,5,10,4.6,44,0.05,10,0.9,250,0.25,2.1,1.2,0.5,1,61
282,773278,7590000,180,"RUS","W",,20,7,0.25,0.001,340,1.7,0.25,10000,12,2,19,0.5,11.1,9.1,0.4,7100,3,0.5,217.1,6.4,3.73,0.06,2,23500,2.5,10,4.8,21,0.05,2.2,0.6,250,0.25,1.3,0.25,0.5,0.4,25
283,823505,7620000,230,"RUS","FLAT",40,20,19.2,0.25,0.002,400,8,4.5,20000,32,3,42,0.5,46.5,16.4,0.6,14600,5,0.5,270.1,18,14.8,0.15,0.5,24300,15,10,4.7,34,0.05,4.9,1.8,250,0.25,4.8,0.25,0.5,0.8,25
286,398442,7450000,200,"FIN","S",57,51,30.8,0.25,0.001,710,11.7,4.9,5000,22,2,26,0.5,30.7,22.5,0.5,10100,5,0.5,558,12,49.2,0.14,6,17400,8,10,4.5,55,0.2,3.6,1.4,250,0.25,6.1,1,0.5,0.7,25
287,575400,7840000,,,,,,0.4,0.25,0.004,140,5.2,130,5000,6,1,2.5,0.5,51.4,40.7,0.2,1400,0.5,0.5,10.9,1.2,96.4,0.025,0.5,400,2.5,10,4.7,7.5,0.2,0.4,0.4,250,0.25,0.1,0.25,0.5,0.3,58
288,671948,7520000,150,"RUS","S",45,1,4.6,0.9,0.002,350,6.2,2.2,20000,8,5,110,0.5,26.7,22.4,0.5,12700,4,0.5,239.6,3.2,17.9,0.1,4,20300,2.5,10,4.3,49,0.1,4.6,0.7,250,0.25,1.3,0.25,0.5,0.8,78
289,577870,7760000,200,"NOR","FLAT",30,20,13.4,0.25,0.001,330,7.4,29,20000,20,6,42,0.5,35.1,13.3,0.7,20300,3,0.5,393.7,20,21,0.18,1,19300,16,10,5.7,44,0.05,7.5,2.5,250,0.25,2.9,2,0.5,1.1,25
290,540833,7460000,220,"FIN","FLAT",36,51,6.5,0.25,0.001,270,6.3,7.3,5000,13,4,57,0.5,39.5,36.5,0.3,8700,4,0.5,183.4,7.6,47.8,0.11,0.5,11500,6,10,4.2,36,0.3,3.6,0.9,250,0.25,2.5,0.9,2,0.7,25
293,440300,7660000,260,"NOR","FLAT",24,51,12.1,0.25,0.001,370,8.6,5.5,20000,23,12,62,0.5,21.3,12.2,0.9,37800,5,0.5,210.5,13,10.8,0.22,4,23000,13,10,4.8,24,0.05,12,2.2,250,0.25,2.6,1.2,0.5,1.5,25
294,461916,7420000,,,,,,24.3,0.25,0.001,560,6.9,1.6,5000,15,0.5,18,0.5,40.7,28.2,0.3,5900,3,0.5,618.9,10,22.4,0.1,0.5,12700,8,10,4.3,66,0.2,1.4,0.8,250,0.25,4.9,0.9,0.5,0.4,25
295,454769,7630000,312,"FIN","E",37,31,38.9,0.25,0.001,530,9.8,4.1,5000,68,6,76,0.5,44.6,28.1,1.1,35800,6,0.5,387.3,40,20.1,0.38,4,6000,31,10,4.3,50,0.05,10,4.3,250,0.7,12,1.8,0.5,2.5,73
296,641474,7660000,180,"RUS","NW",30,21,29.3,0.25,0.001,540,9.1,5.8,5000,56,6,54,0.5,71.1,37.2,1.2,23000,12,0.5,284.7,32,26.1,0.3,6,17700,28,10,4.3,24,0.2,8.8,3.5,250,0.25,7.7,1.2,0.5,2,57
297,664277,7660000,220,"RUS","SE",35,22,15.2,0.25,0.001,500,4.7,2.7,20000,40,5,45,0.5,60,31.2,1.1,22700,8,0.5,250.1,25,15.1,0.3,0.5,14900,18,81,4.4,24,0.05,8.3,2.3,250,0.25,4.3,0.25,0.5,1.8,25
298,516693,7620000,235,"FIN","N",50,31,42,0.25,0.001,630,10.7,4.7,5000,57,4,63,0.5,29.6,31,0.9,20900,7,0.5,425.7,31,32.4,0.34,0.5,8900,22,10,4.3,50,0.05,7.7,3.5,250,0.25,9.6,0.25,0.5,1.8,64
302,636100,7730000,110,"NOR","FLAT",37,20,15.9,0.25,0.001,350,7.5,15,20000,15,4,26,0.5,41,29.5,0.4,14400,4,0.5,453.8,8.3,36.2,0.12,0.5,17200,8,68,4.3,38,0.05,4.8,1.2,250,0.25,2.8,0.25,0.5,0.8,25
304,670534,7580000,160,"RUS","SE",,32,6.3,0.25,0.001,500,4.1,2.6,20000,13,7,72,0.5,35.9,12.3,0.7,28600,6,0.5,280.2,7.1,7.22,0.31,0.5,21600,7,10,4.7,7.5,0.05,11,1.4,250,0.25,1.2,1.1,0.5,2.3,61
306,423290,7680000,300,"NOR","FLAT",70,51,6.2,0.25,0.001,350,5.6,3.3,20000,12,11,160,0.5,28.9,17.6,0.6,26000,6,0.5,181.3,7.2,15.1,0.21,3,23400,6,10,4.5,29,0.05,12,1.4,250,0.25,2.1,1.8,0.5,1.4,59
307,414237,7780000,90,"NOR","SW",25,10,4.5,0.25,0.001,25,2.2,21,5000,4,0.5,2.5,0.5,76.5,64.2,0.1,1400,0.5,0.5,45.5,1.5,93.9,0.025,0.5,1000,2.5,10,4,7.5,0.1,0.6,0.3,250,0.25,0.5,0.25,0.5,0.1,25
308,586315,7420000,280,"FIN","NW",43,52,10.4,0.25,0.001,350,5.2,4.6,10000,17,4,63,0.5,46.2,30.4,0.5,11000,5,0.5,227.5,9.8,34.3,0.17,0.5,19000,7,10,4.4,36,0.3,5.4,1.4,250,0.25,2.8,0.25,0.5,1.2,25
309,623348,7660000,160,"RUS","N",35,22,11.2,0.25,0.003,150,0.1,8.5,5000,15,4,12,0.5,54.4,61.5,0.3,6900,2,0.5,110.3,6.9,30.9,0.11,0.5,4000,6,10,4.2,7.5,0.05,2.8,0.9,250,0.25,0.8,0.25,0.5,0.7,25
312,733916,7670000,,,,,,15.8,0.25,0.001,530,8,3.8,20000,38,6,88,0.5,25.5,20.4,0.9,19500,9,0.5,342.1,17,10.5,0.25,0.5,24500,15,52,4.8,22,0.05,8.7,2.5,250,0.25,3.7,0.9,0.5,1.6,25
313,774310,7510000,320,"RUS","S",70,52,30.6,16,0.001,620,29.7,5.8,30000,110,19,110,2,81.6,23.1,2.2,51200,8,0.5,341.4,63,21.5,0.43,6,18700,42,10,5.9,20,0.7,14,6,800,0.9,6.8,2.2,0.5,2.7,223
316,677334,7710000,,,,,,13.5,1.3,0.001,260,7.3,24,5000,21,2,19,0.5,50.7,28.1,0.5,7300,5,0.5,133.3,11,48.3,0.14,7,12600,7,10,4.4,7.5,0.05,2.5,1.4,250,0.25,3.7,0.25,0.5,0.9,25
317,593312,7500000,285,"FIN","NE",30,1,6.9,0.25,0.001,270,3.8,4.2,5000,14,6,65,2,22.1,33.1,0.4,12900,5,0.5,138.1,7.5,27.3,0.1,0.5,17200,2.5,10,4.3,7.5,0.05,4.7,1.1,250,0.25,1.7,0.25,0.5,0.6,25
320,430500,7810000,80,"NOR","SE",54,10,5.4,0.25,0.001,25,9.5,37,5000,15,3,2.5,0.5,71.8,66.9,0.1,4600,0.5,0.5,78.6,6.7,89.6,0.06,0.5,2600,2.5,10,4.2,7.5,0.3,1.1,0.9,250,0.25,0.1,0.25,0.5,0.7,25
321,611900,7550000,,,,,,4.9,0.25,0.001,600,3.2,1.7,20000,12,4,73,0.5,17.2,22.8,0.5,10700,6,0.5,231.4,5.2,11.2,0.1,0.5,26000,2.5,10,4.1,64,0.2,4,1,250,0.25,1.5,0.25,0.5,0.6,25
322,763904,7500000,140,"RUS","W",25,1,1.5,0.25,0.001,420,2.7,2.8,5000,1.5,3,29,0.5,20.8,35.6,0.3,8000,2,0.5,207.3,3.8,28,0.08,0.5,15600,2.5,10,4.1,7.5,0.05,2.7,0.5,250,1.1,0.1,0.25,0.5,0.5,25
323,615300,7720000,20,"NOR","E",35,20,8.4,1.8,0.001,270,2.1,11,5000,23,13,67,0.5,37.5,52.7,0.7,26900,3,0.5,167.9,11,48.5,0.2,0.5,14000,2.5,10,4.3,45,0.3,10,1.9,250,0.25,1.7,0.25,0.5,1.3,25
324,668497,7640000,240,"RUS","FLAT",39,22,13.3,0.25,0.001,480,4.9,4.5,5000,29,8,220,0.5,50.7,20.1,1,32400,7,0.5,261.4,17,11.9,0.35,0.5,17800,12,10,4.5,7.5,0.05,12,2.3,250,0.25,3.5,0.25,0.5,2.2,25
325,803802,7520000,240,"RUS","E",56,20,10.1,0.25,0.001,710,6.3,2.6,5000,38,5,49,2,58.1,19.5,0.4,18300,6,0.5,657.6,19,12.7,0.21,0.5,23700,15,10,4.9,63,0.3,4,1.9,250,0.25,3.1,0.25,0.5,1.3,25
326,640005,7510000,200,"RUS","NW",85,1,1.5,0.25,0.001,350,1.3,0.25,5000,3,4,39,0.5,108.6,8.7,0.1,7600,2,0.5,190.9,1.8,4.6,0.07,0.5,22400,2.5,10,4.8,34,0.05,2.7,0.3,250,0.25,0.1,1.1,0.5,0.5,25
328,793829,7510000,540,"RUS","S",22,82,18.2,1.8,0.001,530,11.4,8.6,5000,63,6,59,0.5,124.1,22.5,1,24200,9,0.5,521.6,27,31.4,0.23,0.5,22300,18,10,4.9,7.5,0.4,5.6,3.1,250,0.25,4.3,0.25,0.5,1.1,25
331,749014,7460000,60,"RUS","FLAT",55,32,1.7,0.25,0.001,300,3,0.25,20000,4,6,48,0.5,43.4,19.7,0.3,10800,2,0.5,300.2,2.3,11.1,0.1,0.5,23800,2.5,10,4.6,42,0.05,5.2,0.5,250,0.25,0.8,0.25,0.5,0.6,25
332,414790,7670000,430,"NOR","FLAT",46,51,5.2,0.25,0.004,440,4.9,3.3,5000,12,8,91,0.5,34.6,18,0.4,22500,6,0.5,236.3,5.7,14.4,0.23,0.5,22300,2.5,10,4.6,7.5,0.05,9.7,1,250,0.25,2.3,0.25,0.5,1.3,25
333,808244,7660000,190,"RUS","FLAT",60,4,12.1,0.25,0.001,110,4.8,13,20000,17,5,26,0.5,57,16,0.1,9400,4,0.5,137.7,8.8,20.5,0.09,0.5,21300,8,10,4.7,7.5,0.05,4.4,1.3,250,0.25,2.1,0.25,0.5,0.6,25
334,557350,7780000,55,"NOR","FLAT",51,9,4.9,0.25,0.001,410,0.1,14,5000,13,4,25,0.5,52.5,58.3,0.1,9100,2,0.5,142.2,4.3,62.4,0.09,0.5,11300,2.5,10,4,47,0.05,3.9,0.7,250,0.25,1.5,0.25,0.5,0.6,25
335,545132,7410000,210,"FIN","NE",41,7,1,1,0.001,390,4.7,1.8,5000,17,4,69,0.5,38,25.7,0.1,12400,5,0.5,310.4,9.8,12.1,0.21,0.5,18600,2.5,10,4.3,44,0.3,5.3,1.3,250,0.25,3.4,0.25,0.5,0.9,25
336,762263,7640000,200,"RUS","W",30,21,13,0.9,0.001,350,5.6,2.4,20000,18,2,35,0.5,38.7,18.3,0.4,8100,5,0.5,263.5,10,12.1,0.1,0.5,20900,8,10,4.7,7.5,0.05,3.2,1.1,250,0.25,2.9,0.25,0.5,0.6,25
337,826526,7560000,270,"RUS","N",30,83,81.2,2.9,0.004,590,46.6,13,30000,270,4,26,2,77.1,19.1,7.3,33800,81,0.5,687.2,130,39.2,1.1,0.5,26700,110,10,5.3,180,0.4,2.6,16,250,3.2,24,6.2,3,9.3,83
338,729669,7570000,180,"RUS","NW",30,20,11.3,0.25,0.001,480,4.5,3,20000,15,6,65,0.5,46.1,17.5,0.5,17800,4,0.5,303.6,8.7,26.6,0.12,0.5,20900,2.5,10,4.6,7.5,0.05,6.3,1.3,250,0.25,1.9,0.25,0.5,0.9,25
339,484940,7860000,40,"NOR","FLAT",40,10,0.4,0.25,0.001,310,0.1,80,5000,3,2,2.5,0.5,67.3,44.8,0.1,2500,3,0.5,83.5,1.6,85.5,0.025,0.5,4300,2.5,10,4.3,7.5,0.3,1.6,0.2,250,0.25,0.1,0.25,0.5,0.1,25
340,679228,7650000,240,"RUS","S",36,7,15.1,0.25,0.001,1100,9.5,3,20000,20,5,51,0.5,51.7,42.7,0.6,17900,8,0.5,429.4,12,39.4,0.17,0.5,13500,13,10,4.4,7.5,0.05,6.8,1.5,250,0.25,3.4,0.25,7,0.9,25
341,393765,7780000,,,,,,0.4,0.8,0.001,25,0.1,39,5000,1.5,0.5,2.5,0.5,53.9,63.5,0.1,1100,0.5,0.5,40,0.8,97,0.025,0.5,900,2.5,10,4.1,7.5,0.05,0.4,0.1,250,0.25,0.1,0.25,0.5,0.1,53
342,711037,7490000,180,"RUS","N",68,1,0.4,0.9,0.001,250,0.1,3.9,10000,4,3,38,0.5,69.2,49.3,0.1,5500,3,0.5,95.9,1.6,34.9,0.08,0.5,13300,2.5,10,4.2,27,0.05,2.1,0.3,250,0.25,0.1,0.25,0.5,0.4,25
346,472310,7750000,350,"NOR","SE",53,32,20.1,0.25,0.006,540,4.5,8.5,10000,43,21,250,0.5,47,19.2,1.2,64100,5,0.5,279.7,21,17.3,0.65,0.5,7000,19,10,4.7,7.5,0.05,27,4.2,250,0.25,3.7,0.25,0.5,3.9,147
347,745000,7470000,140,"RUS","W",30,32,4.1,0.8,0.001,320,3.1,2.1,5000,8,8,76,0.5,34.2,19.1,0.4,20800,6,0.5,279.7,3.5,12.7,0.19,0.5,21600,2.5,10,4.8,7.5,0.2,7.9,0.9,250,0.25,1,0.25,0.5,1.3,25
348,448721,7470000,215,"FIN","E",38,7,13.4,1.3,0.001,580,9.2,0.25,5000,15,4,37,0.5,26.8,27.6,0.4,10000,4,0.5,410.8,8.6,16.8,0.11,0.5,21200,2.5,10,4.7,39,0.2,4.3,1,250,0.25,3.8,1.4,0.5,0.7,25
349,443745,7790000,270,"NOR","FLAT",53,10,7,0.25,0.001,25,4,6.8,5000,16,1,10,0.5,53.5,16.1,0.2,2600,4,0.5,76.2,8.3,18.2,0.14,0.5,1800,5,10,4.2,7.5,0.1,1.3,1.1,250,0.25,2.2,1,0.5,0.8,25
350,486256,7480000,200,"FIN","N",49,51,12.3,1,0.011,380,6.9,2,5000,15,5,120,0.5,26.2,25.9,0.3,19000,6,0.5,249.8,8.5,51.6,0.2,0.5,11800,9,10,4.3,60,0.2,6.6,1.2,250,0.25,3.7,1.1,0.5,1.2,25
351,647829,7520000,120,"RUS","SW",30,1,2.4,1,0.001,480,2.8,2.5,5000,5,3,67,1,21.1,20.1,0.3,8500,4,0.5,243.2,2.3,20.1,0.1,0.5,17600,2.5,10,4.4,7.5,0.1,3.1,0.5,250,0.25,1.3,0.25,0.5,0.5,87
352,518792,7770000,160,"FIN","NE",40,51,10.7,0.9,0.001,300,6.5,10,5000,16,4,45,0.5,32.3,28.4,0.4,12000,5,0.5,290.5,8.7,53.6,0.1,0.5,14700,2.5,10,4.2,7.5,0.05,5.7,1.3,250,0.25,2.4,0.25,0.5,1,25
353,543432,7540000,250,"FIN","S",75,105,21.8,0.25,0.003,800,6.3,2,5000,34,6,96,0.5,41.4,27.2,0.6,26800,10,0.5,550.5,18,12,0.33,0.5,12100,12,10,4.2,53,0.05,9,2.4,250,0.25,6.6,0.25,0.5,1.9,25
354,414050,7620000,380,"NOR","E",25,51,10.8,0.6,0.001,460,8.6,2.7,10000,11,8,110,0.5,25.1,19.9,0.4,17400,5,0.5,443.6,5.7,12.9,0.14,0.5,18800,2.5,10,4.5,55,0.05,7.1,0.9,250,0.25,2.2,1.1,0.5,0.9,64
356,659679,7510000,220,"RUS","NW",40,1,0.4,0.25,0.001,220,0.1,3.7,5000,1.5,3,25,1,51.1,69.5,0.1,3800,2,0.5,124.6,1.6,66.7,0.06,0.5,10300,2.5,10,4,7.5,0.3,1.8,0.3,250,0.25,0.6,0.25,0.5,0.3,25
357,809293,7630000,280,"RUS","N",35,20,7.6,0.25,0.006,310,2.7,11,20000,20,3,43,0.5,34.2,22.1,0.5,11000,4,0.5,131,11,28.6,0.1,0.5,22500,8,10,4.5,37,0.05,4.4,1.3,250,0.25,3.1,0.25,0.5,0.5,25
358,696271,7530000,330,"RUS","SW",35,1,2.4,0.25,0.001,320,3.4,2.3,20000,5,3,37,0.5,31.3,22.3,0.3,6600,7,0.5,284.2,2.9,12.1,0.09,0.5,22700,2.5,10,4.3,7.5,0.05,2.4,0.4,250,0.25,0.7,0.25,0.5,0.7,25
361,742309,7700000,,,,,,7.5,0.25,0.01,420,3,43,5000,21,6,57,0.5,53.2,33.3,0.4,13400,4,0.5,198.9,11,61.8,0.1,14,11900,2.5,10,4.5,25,0.05,5,1.5,250,0.25,2.8,1.5,0.5,0.8,25
362,394150,7800000,130,"NOR","NW",39,51,5.9,0.25,0.001,250,1.9,38,5000,6,3,25,0.5,105.3,69.1,0.1,2900,1,0.5,93.8,2.9,82.5,0.025,4,4800,2.5,10,4.2,32,0.05,1.4,0.5,250,0.25,0.9,0.25,0.5,0.2,52
363,699335,7490000,200,"RUS","SW",45,1,0.4,0.25,0.005,220,0.1,3.2,5000,5,4,54,0.5,26.4,32.1,0.1,7200,3,0.5,150.3,2.1,25.3,0.09,0.5,19300,2.5,10,4.2,26,0.3,3.6,0.4,250,0.25,0.1,0.9,0.5,0.5,25
364,393244,7410000,130,"FIN","SW",36,7,17.9,0.25,0.001,760,6.5,4.5,5000,17,3,20,1,39.7,34.9,0.5,11000,6,0.5,584.2,10,30.7,0.11,0.5,18900,9,120,4.2,55,0.2,4.3,1.2,250,0.25,3.5,2,0.5,0.8,25
365,511100,7840000,170,"NOR","E",29,10,0.4,0.25,0.001,25,0.1,58,5000,1.5,1,8,0.5,74.5,47.4,0.1,1200,0.5,0.5,21.4,0.7,97.3,0.025,0.5,1100,2.5,10,4.1,7.5,0.2,0.5,0.05,250,0.25,0.1,0.25,0.5,0.1,25
366,764494,7650000,190,"RUS","FLAT",32,20,22.3,0.9,0.001,370,10,6,5000,30,3,46,0.5,42.7,19.4,0.4,10100,8,0.5,265.1,16,22.9,0.16,0.5,21400,9,10,4.5,7.5,0.05,4.3,1.9,250,0.25,5.1,0.25,0.5,0.9,62
367,734891,7580000,170,"RUS","FLAT",22,20,11,1.2,0.001,330,5.9,3.3,30000,17,12,140,0.5,26.8,13.6,0.6,29900,5,0.5,243.3,8.5,6.44,0.2,0.5,23900,8,150,4.6,22,0.05,11,1.7,250,0.25,2,0.25,0.5,1.2,25
369,474428,7810000,200,"NOR","FLAT",27,10,5,0.8,0.003,140,0.1,43,5000,6,2,9,0.5,48.8,31,0.2,2700,2,0.5,5,2.4,76,0.08,0.5,1900,2.5,10,4.2,7.5,0.05,2,0.4,250,0.25,1.2,0.25,0.5,0.4,25
370,494352,7510000,200,"FIN","FLAT",44,51,4.2,0.25,0.004,290,4.3,2.3,5000,10,5,150,0.5,17,25.7,0.2,13600,4,0.5,205.3,4.5,14.7,0.14,0.5,18300,2.5,10,4.3,38,0.3,6.1,0.7,250,0.25,1.6,0.25,2,0.9,25
371,685401,7680000,195,"RUS","FLAT",37,21,16.3,0.25,0.001,490,7.4,3,5000,31,2,32,0.5,25.8,12.4,0.6,13100,9,0.5,328.5,18,9.99,0.19,0.5,16100,12,10,4.5,58,0.05,5.2,1.7,250,0.25,5,0.25,0.5,1.2,25
372,773113,7570000,200,"RUS","SW",33,20,12.5,0.25,0.003,360,6.2,4.7,30000,19,6,71,0.5,33.6,16.7,0.5,17700,4,0.5,302,11,9.01,0.15,5,21800,7,10,4.5,43,0.05,6.9,1.6,250,0.25,2.8,0.25,0.5,0.9,25
373,502099,7630000,,,,,,49,1.5,0.001,660,12.8,1.8,5000,85,5,75,0.5,20,13.7,1.1,26500,12,0.5,437,48,8.42,0.34,2,13200,36,10,4.5,50,0.05,9,5.4,800,0.25,15,1.5,0.5,2,25
376,853146,7420000,100,"RUS","NW",40,7,6.1,0.25,0.001,430,7,2.1,5000,17,4,72,0.5,48.7,21.1,0.4,11800,6,0.5,347.8,8.2,12,0.17,0.5,21100,2.5,10,4.5,7.5,0.05,4.7,1,250,0.25,1.5,0.25,0.5,1,25
377,557776,7430000,280,"FIN","FLAT",38,7,10.3,0.25,0.004,270,8.3,2.3,5000,11,3,110,0.5,43.5,33.7,0.4,12100,4,0.5,251.1,6,19.6,0.17,0.5,20700,7,10,4.2,31,0.4,5.1,0.9,250,0.25,2.2,0.25,0.5,0.8,25
378,854972,7520000,210,"RUS","N",25,6,54,0.25,0.001,440,16.3,0.25,5000,300,7,130,2,27.7,19.1,1.9,31600,19,0.5,484.8,150,12.4,0.29,0.5,30800,69,10,4.5,92,0.2,5.6,7.3,250,0.25,17,1.5,0.5,2,25
379,767057,7460000,,,,,,2.6,0.9,0.001,180,1.4,2.9,40000,7,14,60,0.5,16.5,9.2,0.4,26400,2,0.5,161.3,3.4,10.2,0.11,0.5,22800,2.5,10,4.6,7.5,0.2,7.6,0.6,250,0.25,0.5,1.1,0.5,0.7,25
380,631390,7550000,160,"RUS","S",45,1,5.4,0.25,0.001,310,3.1,3.2,20000,8,4,110,0.5,40.5,21.6,0.1,10800,2,0.5,161.8,2.9,17.1,0.12,0.5,13200,2.5,10,4.3,17,0.05,4,0.6,250,0.25,0.1,0.25,0.5,0.7,25
382,677234,7500000,180,"RUS","SW",29,1,7.2,0.25,0.001,360,6.8,0.25,20000,10,5,90,0.5,12.5,9.9,0.4,13700,5,0.5,299.7,5.3,5.8,0.13,0.5,23400,2.5,10,4.6,7.5,0.05,5.3,0.8,250,0.25,1.6,1,0.5,0.7,25
384,506550,7790000,300,"NOR","FLAT",49,10,12.3,1.4,0.001,260,6,13,5000,35,3,36,2,55,39.1,0.5,13600,4,0.5,264,17,40.1,0.2,6,6400,13,10,4.2,46,0.3,5.2,2.2,250,0.25,5.1,0.25,0.5,1.1,25
