"ID","XCOO","YCOO","ELEV","COUN","*ASP","AoMEAN","HUMNO","HUMTHI","GROUNDVEG","TREELAY","VEG_ZONE","LITO","Ag","Al","Al_AA","As","Au","B","Ba","Ba_AA","Be","Bi","Br","C","Ca","Ca_AA","Cd","Cd_AA","Cl","Co","Co_AA","Cond","Cr","Cr_AA","Cu","Cu_AA","F","Fe","Fe_AA","H","Hg","K","K_AA","La","LOI","Mg","Mg_AA","Mn","Mn_AA","Mo","N","Na","Na_AA","Ni","Ni_AA","NO3","P","P_AA","Pb","Pb_AA","Pd","pH","PO4","Pt","Rb","S","S_AA","Sb","Sc","Se","Si","Si_AA","SO4","Sr","Sr_AA","Th","Ti_AA","Tl","U","V","V_AA","Y","Zn","Zn_AA"
399,584700,7650000,150,"RUS","FLAT",1,9,1.5,"LICHEN","PINE","BOREAL_FOREST",20,0.176,1990,123,1.39,0.168,2.23,80.4,28,0.04,0.125,1,41.7,3110,1710,0.267,0.17,61.88,1.13,0.25,121.5,2.2,0.05,10.9,0.15,39.14,2280,12.4,5.3,0.271,1000,585,4.4,85,610,306,84,36.8,0.295,1,50,28.3,10.2,0.97,12.28,644,82.2,14.8,3.3,0.3,3.8,243.02,0.56,6.98,1300,98.1,0.119,0.8,0.4,500,11,129.62,25.3,13.5,1.13,0.16,0.205,0.161,4.79,0.06,1.3,36.5,13.3
400,551629,7710000,180,"FIN","SE",0.7,6,0.7,"LICHEN","BIRCH","FOREST_TUNDRA",20,0.179,2560,110,1.41,0.266,1.4,142,45.8,0.05,0.16,1,44.5,3170,1660,0.265,0.17,27.62,1.08,0.23,108.8,1.73,0.03,9.55,0.1,24.56,2020,7.7,5.6,0.265,700,376,3.2,87.4,770,528,51,26.8,0.225,1.4,60,37,8.81,0.68,10.56,845,68,18.7,4.2,0.23,4,176.98,1.83,4.38,1730,99.2,0.128,0.6,0.4,500,6,89.78,47.2,24.5,0.693,0.16,0.061,0.174,3.9,0.07,1.3,58.4,22.4
401,791454,7640000,220,"RUS","SW",2,,,"LICHEN","BIRCH","FOREST_TUNDRA",,0.135,1200,29.4,1.21,0.539,3.11,66.1,16.8,0.01,0.143,1,46.8,3500,1960,0.218,0.13,39.4816,1.92,0.2,104.1,2.08,0.02,23.2,0.26,41.9882,1110,2.4,6.2,0.265,800,610,2.2,95.1,950,701,48.1,23.4,0.22,1.5,80,76.2,37.8,1.62,6.01952,871,142,15.8,3.4,3.28,3.8,457.348,1.26,3.55,1890,101,0.213,0.3,0.4,500,6,83.1838,45.8,22.3,0.288,0.025,0.049,0.068,4.47,0.05,0.5,44.6,17.6
406,514194,7480000,270,"FIN","NE",3.5,5,4,,,,51,0.331,3230,254,1.31,0.188,2.02,89,28.5,0.06,0.203,1,41.5,4050,2370,0.461,0.36,81.2,3.15,0.95,121.6,8.7,0.24,8.88,0.3,92.8706,4850,79.9,6.1,0.269,1100,707,3.6,90,850,432,126,72.6,0.259,1.5,30,22.7,7.37,0.95,6.98,1300,84.5,22.2,7.4,0.14,4,306.648,1.01,5.89,1600,117,0.185,1.9,0.4,520,8,137.868,23.4,12.2,0.548,0.27,0.203,0.217,8.3,0.2,2.1,45.7,23.2
407,735148,7540000,190,"RUS","SW",6,5,6,"SHRUBS","BIRCH",,6,0.37,3550,78.4,3.35,1.72,3.09,61,16.6,0.04,0.329,1,45.1,6990,4140,0.73,0.45,60.2,9.99,1.18,180.1,5.8,0.1,113,2.71,50.6,3290,9.5,5.9,0.264,1000,656,4.3,90.5,930,411,285,135,1.23,1.6,150,17.7,213,11.1,4.58,793,77.6,27.9,6.2,29.2,4.1,317.74,7.62,4.3,1740,103,0.372,0.7,0.95,590,8,164.26,27.1,12.7,0.385,0.14,0.119,0.145,10.3,0.12,1.4,50.1,18.2
408,482101,7850000,50,"NOR","SW",10,5,3,"MOSS",,"TUNDRA",10,0.209,758,21.5,1.03,0.075,4.3,62,17.6,0.01,0.142,1,46.6,3220,1810,0.227,0.13,41.4,0.36,0.05,108.1,0.94,0.02,7.2,0.06,50.8,730,3.2,6.7,0.308,1000,714,0.9,95.7,1670,1260,64.1,33.1,0.311,1.5,280,228,3.05,0.11,0.5,890,135,21.6,6,0.37,4.1,374.24,0.15,3.13,2050,93,0.238,0.2,1,480,3,117.76,44.2,23.8,0.141,0.06,0.063,0.076,2.5,0.05,0.4,45.2,17
409,406188,7600000,355,"FIN","NE",1,9,1.1,"LICHEN","BIRCH","FOREST_TUNDRA",1,0.114,1990,115,1.07,0.304,1.28,70.4,24.6,0.06,0.216,1,41.4,2630,1500,0.262,0.21,63.08,0.66,0.17,154.5,3.54,0.11,5.31,0.15,64.46,1840,8.8,6,0.199,1000,843,2.8,85,600,345,122,78,0.21,1.4,60,19.5,4.12,0.45,1.22,1220,203,21.1,6.7,0.25,3.8,518.66,1.3,10.3,1510,144,0.125,0.6,0.4,600,8,156.56,22.6,12.8,0.731,0.33,0.091,0.198,5.44,0.11,1,36.8,16.9
410,553128,7440000,280,"FIN","FLAT",4,5,4,"MOSS","SPRBI","BOREAL_FOREST",51,0.946,3360,266,1.77,0.4,1.62,73.5,21.4,0.06,0.252,1,38.4,2470,1170,0.699,0.49,127.4,4.97,1.54,147.7,21.5,0.68,13,0.63,54.6,8050,285,5.6,0.234,1100,836,2.5,80.4,1230,466,155,86.7,0.432,1.4,80,29.7,16.7,2.34,2.2,1400,98.6,34.4,10.3,0.47,3.9,222.18,1.29,6.41,1630,146,0.179,2,0.4,630,14,210.28,14.7,6.71,0.49,0.46,0.148,0.182,12.5,0.36,1.5,41.6,19.8
411,625776,7640000,230,"RUS","S",3.5,6,3,"MOSS","SPRBI","BOREAL_FOREST",32,0.356,917,30.4,1.28,0.305,1.8,129,51.4,0.01,0.172,1,46.3,2720,1640,0.325,0.22,60.72,1.05,0.2,147.7,1.74,0.05,11.8,0.25,44.5,1060,4.3,6.4,0.225,1100,849,1.1,94.7,540,317,218,127,0.232,1.2,50,25,14.5,1.17,1.78,913,195,17.4,4.8,0.89,3.7,549.7,0.41,5.58,1480,123,0.229,0.3,0.4,550,8,152.66,30.3,17.8,0.183,0.08,0.081,0.042,3.18,0.05,0.4,59,24.8
412,592915,7790000,250,"NOR","S",3,5,3,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",9,0.102,1810,56.7,1.03,0.109,4.09,94,31,0.04,0.111,1,46,3120,1790,0.266,0.2,48.4,1.14,0.31,123.3,1.88,0.05,6.9,0.12,43.2,1250,5.8,6.5,0.354,1300,716,1.4,92.2,950,603,295,177,0.133,1.4,80,56,5.55,0.53,0.5,1080,174,14.7,3.7,0.14,3.9,476,0.15,4.95,1720,117,0.185,0.4,0.4,570,3,129.2,19.7,10.5,0.334,0.06,0.1,0.058,3.19,0.04,0.5,55.7,24.3
413,616800,7820000,30,"NOR","FLAT",6,5,3,"MOSS","BIRCH","DWARF_SHRUB_TUNDRA",9,0.077,5320,150,1.79,0.261,9.46,52.9,15.1,0.23,0.107,1,46.2,2530,1490,0.11,0.06,24.888,1.82,0.33,86.1,5.85,0.12,9.41,0.2,43.4,7240,59.8,6.9,0.312,2800,519,4.5,78.5,2500,1020,125,55.2,0.294,1.6,170,135,6.66,0.64,0.5,1020,65.7,11.1,3.1,0.05,4.1,185.591,1.05,11.7,1750,79.5,0.066,1.5,0.4,660,9,60.002,37.2,20.2,1.38,0.1,0.09,0.337,10.3,0.07,3.1,37.9,15.8
414,640450,7680000,140,"RUS","FLAT",1.5,7,1.5,"LICHEN","BIRCH","FOREST_TUNDRA",51,0.101,1400,31,3.19,0.913,2.45,85.9,28.3,0.01,0.208,1,41.5,4060,2630,0.268,0.22,1,4.67,1.03,131.6,5.72,0.2,59.5,1.84,0.5,5900,24.8,6,0.223,1100,761,3.2,79.8,820,471,1090,526,1,1.4,30,27.6,87.2,14.5,0.5,926,155,18.9,4.3,2.14,4.1,2,0.89,5.54,1650,138,0.159,0.5,0.4,430,6,1,25.8,14.3,0.562,0.2,0.11,0.147,11.4,0.11,0.8,39.8,19.4
415,753970,7530000,170,"RUS","SE",8,,,"MOSS","SPRBI","BOREAL_FOREST",,0.645,4770,460,3.92,3.42,3.92,133,38.9,0.17,0.36,1,41.3,4450,2440,0.613,0.5,74.2,28.8,3.86,122.8,12.8,0.22,251,23,59.2,7980,64.4,6,0.289,1300,899,17.5,86.4,800,358,298,149,1.93,1.4,140,68.4,559,34.9,0.5,1370,96.8,21,6.2,73.8,4.3,226,9.17,7.06,1700,129,0.351,1.4,1.59,460,14,218,83.3,38.5,0.663,0.34,0.222,0.403,16.9,0.32,4.8,48.2,21.4
416,673124,7680000,260,"RUS","N",3,6,3,"MOSS","BIRCH","FOREST_TUNDRA",21,0.101,711,26.1,2.02,0.631,2.69,62.7,19.5,0.01,0.178,1,47.1,3450,1960,0.378,0.26,70.84,4.99,1.22,143.2,3.06,0.06,69.1,1.31,45.78,1440,7.1,6.5,0.235,1200,918,1.3,95.4,1050,731,168,94.1,0.312,1.4,60,47.6,115,16.1,1.28,1060,208,18.1,4.9,2.84,3.7,604.3,1.49,5.19,1910,135,0.22,0.3,0.4,430,8,182.08,31.4,16.7,0.17,0.06,0.08,0.043,5.05,0.09,0.4,67.5,28.9
417,663618,7500000,180,"RUS","NW",1.5,,,"LICHEN","PINE","BOREAL_FOREST",,0.346,2220,143,1.19,0.302,1.64,61.4,20.6,0.02,0.215,1,45,2760,1640,0.284,0.18,99.5466,1.3,0.27,151.9,2.7,0.09,9.71,0.24,82.2,2370,14,6,0.267,1100,821,2,88.7,610,347,218,124,0.245,0.9,40,29.1,11.3,0.96,0.5,871,199,24.9,6.1,0.81,3.7,657.928,0.91,10.4,1000,109,0.249,0.5,0.4,490,5,114.52,35.3,18.9,0.247,0.14,0.221,0.076,6.56,0.15,0.6,47.5,19.1
418,562025,7540000,260,"FIN","NE",2,6,1.5,"MOSS","PIBI","BOREAL_FOREST",1,0.123,1680,80,1.02,0.315,2.07,106,44.2,0.01,0.187,1,44.5,2940,1800,0.208,0.15,65.4268,0.98,0.25,127.9,2.68,0.1,8.35,0.19,68,1820,9.4,6.1,0.233,1000,751,2,88.8,560,325,571,369,0.214,1.5,10,16.1,5.96,0.5,0.5,939,140,25.4,8.2,0.45,4,484.422,0.15,5.41,1770,138,0.259,0.7,0.4,510,7,122.693,18.6,11.3,0.339,0.11,0.103,0.067,5.19,0.08,0.8,95,44.9
421,399891,7520000,215,"FIN","NE",3.1,6,1.5,"MOSS","PISPR","BOREAL_FOREST",51,0.218,1300,56.8,1.51,0.29,1.78,81.6,31.1,0.01,0.322,1,46,3230,1930,0.343,0.22,106.241,0.99,0.2,168.5,3.08,0.08,7.2,0.19,65,1760,8.7,6.1,0.242,1300,893,0.9,91,680,406,267,170,0.256,1.2,60,25,4.51,0.34,0.5,961,201,30,8.6,0.11,3.7,633.06,0.15,9.8,1440,140,0.29,0.4,0.4,510,9,165.59,16.9,9.01,0.234,0.12,0.144,0.077,7.39,0.11,0.5,58.6,23.6
422,575100,7640000,220,"RUS","SW",3,7,2,"LICHEN","PIBI","BOREAL_FOREST",32,0.281,2110,84.2,1.29,0.203,2.03,73,29.4,0.01,0.175,1,46,2750,1870,0.256,0.19,38.0094,0.84,0.15,109,2.88,0.06,8.16,0.16,31.2,2130,6,6.1,0.278,700,583,2.8,89.5,720,416,219,152,0.179,1.2,50,18.9,8.06,0.87,0.5,855,122,16.4,5,0.25,3.9,414.978,0.75,2.93,1380,89.4,0.172,0.6,0.4,540,3,163.2,23.1,13.8,0.752,0.1,0.075,0.066,5.23,0.05,0.9,37.5,17.5
423,406350,7650000,360,"NOR","E",2,8,2.5,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",1,0.108,2390,121,0.85,0.192,1.65,56.8,19.1,0.04,0.165,1,42.4,2790,1650,0.273,0.17,33.0712,0.67,0.16,113.3,3.05,0.04,5.88,0.09,67.0214,1730,6.1,5.9,0.279,800,582,2,88.4,600,433,118,78.5,0.151,1.4,20,18.4,3.62,0.41,0.5,1030,141,19.8,5.7,0.05,3.9,463.528,0.8,4.64,1510,107,0.184,0.5,0.4,460,3,97.75,22.8,12.5,0.582,0.1,0.059,0.15,4.92,0.06,0.9,48.6,25.8
424,701633,7670000,180,"RUS","E",5,5,5,"LICHEN","BIRCH","FOREST_TUNDRA",21,0.422,2810,217,1.12,0.24,1.84,98.2,28.8,0.09,0.118,1,46,4470,2630,0.402,0.31,142.374,4.21,1.22,141.6,2.95,0.07,19.5,0.38,61,3130,32.3,6.2,0.21,1100,876,5.6,94.1,890,628,83.5,40.6,5.12,1.5,60,67.3,25.1,2.3,5.8,1190,93.9,13,3,1.2,4.1,369.402,0.88,6.77,1860,140,0.152,1,0.4,460,8,221.21,50.7,28.1,0.425,0.16,0.121,0.251,4.97,0.15,1.9,42,18.1
425,646549,7440000,160,"RUS","FLAT",2,,,"MOSS","PINE","BOREAL_FOREST",,0.202,1730,75.7,0.689,0.279,0.88,50.4,18.6,0.01,0.129,1,42.3,1820,928,0.219,0.14,70.3658,0.72,0.13,137.8,2.8,0.08,8.53,0.17,39.8,1580,6.3,5.3,0.163,1000,624,1.1,89.5,440,255,115,63.9,0.196,1.2,50,38.8,6.45,0.33,4.4,848,151,21.8,5.6,0.58,3.6,514.884,0.31,6.27,1270,104,0.226,0.3,0.4,460,11,105.126,17.9,9.6,0.158,0.16,0.086,0.039,4.14,0.05,0.4,47.1,20.4
427,795826,7590000,250,"RUS","NW",4,5,4,"MOSS","BIRCH","FOREST_TUNDRA",20,0.198,2500,144,1.44,1.72,1.25,67.8,19.9,0.04,0.178,1,44.3,2520,1420,0.323,0.23,73.838,5,0.81,136.1,3.7,0.05,45.3,1.44,44,3230,14.6,6,0.237,1100,820,3.8,90.8,820,570,52,28.2,0.378,1.5,50,44.4,95,6.56,1,1220,163,17.9,5.3,15.5,3.9,559.462,3.65,5.23,1860,135,0.171,0.7,0.4,510,11,163.303,39.1,21.4,0.361,0.14,0.062,0.1,6.06,0.12,1.1,39.3,18.9
428,781927,7610000,280,"RUS","W",4,5,4,"MOSS","BISPR","BOREAL_FOREST",20,0.229,993,24.5,1.93,1.01,2.51,97.2,33.2,0.01,0.207,1,44.3,4730,2950,0.393,0.3,77.8382,4.26,0.54,116.7,3.64,0.05,46.5,0.99,38.2,1820,4.9,6.1,0.209,1100,772,3,89.6,1100,839,78,45.1,0.492,1.3,40,45.9,85.9,4.15,0.5,794,119,17.1,5,11.7,4,462.598,3.37,4.76,1820,112,0.222,0.4,0.83,440,5,158.821,52.6,29.7,0.197,0.08,0.065,0.056,5.68,0.07,0.7,50.6,21.7
429,685992,7660000,160,"RUS","W",5,5,5,"MOSS","PIBI","BOREAL_FOREST",7,0.14,5530,598,1.01,0.375,1.67,57.4,18,0.05,0.093,1,46.4,1570,813,0.248,0.21,99.6,2.64,0.73,116.7,1.78,0.05,20.3,0.43,77.02,2140,23.1,6.5,0.208,900,748,14.1,96.1,460,327,56.9,31,0.234,1.5,30,45.7,27.3,3.17,4.2,1260,95.8,12.8,3,1.53,3.9,162.62,0.35,5.39,1800,141,0.187,0.8,0.4,370,4,207.42,21.6,11.1,0.49,0.15,0.078,0.189,2.27,0.07,3.4,23,10.2
430,727133,7550000,440,"RUS","SW",2,,,"LICHEN","SPARCEBI","FOREST_TUNDRA",,0.129,5420,483,1.56,0.438,1.6,83.2,27.7,0.03,0.155,1,42.6,3590,1960,0.441,0.31,36.32,2.61,0.55,90.3,3.72,0.08,20.1,0.61,54.2,3510,25.1,6.2,0.24,1100,728,3.4,87.1,570,304,163,69.9,0.323,1.5,40,15.7,29.9,2.85,0.5,991,52.5,19.7,5.8,3.87,4.2,67.6,0.72,6.64,1770,128,0.146,0.8,0.4,510,5,146.94,23.8,12,0.28,0.28,0.095,0.078,8.23,0.11,1.4,59.4,31.4
432,765916,7400000,20,"RUS","N",4.5,7,4.5,"MOSS","MIX","BOREAL_FOREST",1,0.658,858,28.5,0.746,0.286,3.45,69.7,25.4,0.01,0.119,1,47.8,2930,1810,0.286,0.26,274,1.61,0.37,167.2,1.85,0.08,12.2,0.32,50.76,1520,5.1,6.6,0.25,1400,1150,1.3,95.7,830,608,318,176,0.41,1.3,60,51.8,15.1,0.79,6.91798,1050,249,15.3,4.4,1.83,3.8,712,0.43,12.1,1410,121,0.239,0.3,0.4,440,10,133.587,19.9,11.9,0.125,0.07,0.107,0.058,3.21,0.06,0.4,56.8,26.9
436,469463,7480000,230,"FIN","FLAT",2.5,5,0.75,"MOSS","PINE","BOREAL_FOREST",51,0.16,2040,95.4,1.42,0.447,1.71,62,25.5,0.03,0.347,1,44.6,2140,1210,0.292,0.18,94.8,0.81,0.15,161.2,3.82,0.06,5.95,0.15,82.3642,1900,7.5,6.4,0.236,900,682,1.4,90.9,580,296,135,76.9,0.277,1,40,33.2,4.83,0.43,6.5,791,146,35.1,10.2,0.1,3.5,476,0.15,10.2,1250,118,0.263,0.4,0.4,530,12,120.796,18,10.4,0.326,0.19,0.208,0.089,5.7,0.1,0.7,40.2,17.7
437,633082,7490000,280,"RUS","FLAT",2,9,2,"LICHEN","PIBI","BOREAL_FOREST",1,0.204,3720,141,1.08,0.263,1.65,58.7,25.5,0.03,0.2,1,38.1,1890,1100,0.21,0.16,91,1.57,0.21,164.6,10.4,0.23,8.4,0.3,73.96,4290,22.1,5.6,0.216,1000,806,2.3,81.2,840,255,166,116,0.247,1.3,50,32.4,14.6,1.12,4.2,843,141,21.7,7.6,0.81,3.7,434,0.49,13.3,1240,150,0.097,0.8,0.4,520,12,202,21.7,12.7,0.513,0.48,0.115,0.161,11.9,0.13,0.9,45.6,24.1
438,424531,7540000,215,"FIN","W",2,7,1.5,"MOSS","PISPR","BOREAL_FOREST",51,1.19,1890,109,1.46,0.374,1.56,79.6,28.2,0.04,0.221,1,42.5,2240,1240,0.308,0.18,66.8,0.82,0.14,146.4,2.76,0.08,7.2,0.16,70.2,2020,20.2,5.7,0.249,800,719,1.2,89.2,510,306,159,95.8,0.198,1.3,50,27.1,4.31,0.32,10.4,871,158,23.8,5.8,0.18,4.2,402,0.15,6.15,1200,132,0.183,0.4,0.4,510,16,157.6,20.5,10.6,0.355,0.29,0.081,0.095,6.19,0.11,0.5,58.7,22.2
439,393963,7470000,245,"FIN","NE",1.8,6,1.5,"MOSS","PISPRBI","BOREAL_FOREST",1,0.459,2400,163,1.63,1.58,1.88,92.5,34.2,0.1,0.363,1,43.2,1850,1080,0.354,0.27,1,1.14,0.31,168.4,6.33,0.1,7,0.23,0.5,3050,22.4,6,0.235,1300,1070,3.5,74.6,550,314,213,142,0.278,1.2,60,33.6,4.55,0.48,0.5,1260,241,32.5,10.1,0.15,3.8,2,0.15,15.1,1210,157,0.153,0.8,0.4,510,8,1,25.8,14.4,0.764,0.3,0.253,0.434,7.78,0.16,1.3,45.8,23.3
440,777229,7530000,340,"RUS","NE",4,5,3,"MOSS","SPRBI","BOREAL_FOREST",82,0.222,11300,1710,2.79,0.753,2.6,81,24.1,0.61,0.309,1,44.4,840,381,0.617,0.41,85.8,3.18,0.48,89.9,3.4,0.09,31.4,1.11,63.6,2210,23.3,6.1,0.192,1000,762,23.2,91.6,290,147,38.5,18.2,0.692,1.5,50,32.4,51.4,2.26,3.9,1400,77.6,37.7,8.1,9.64,4.2,18.44,1.92,6.58,1910,135,0.527,0.3,1.01,510,12,155.36,85.3,41.8,0.763,0.38,0.098,0.459,5.82,0.17,4.3,45.8,20.7
441,677588,7480000,240,"RUS","S",1.2,,,"LICHEN","PINE","BOREAL_FOREST",,0.103,2730,190,0.984,0.34,1.36,58.2,22.8,0.05,0.192,1,38.4,1620,910,0.283,0.21,85,1.81,0.31,139.9,6.77,0.15,12.5,0.49,119.72,3480,20.1,5.2,0.161,900,702,1.7,91.7,620,222,83.7,43.2,0.221,0.9,80,64.6,19.3,1.74,5.22,792,157,25.9,8.3,2.15,3.8,666.5,0.65,9.78,979,131,0.105,0.6,0.4,440,6,227.22,17.6,10.5,0.365,0.33,0.114,0.105,8.69,0.15,0.7,31.5,15.6
442,617852,7510000,365,"FIN","W",1.5,5,1.5,"MOSS","SPRUCE","BOREAL_FOREST",1,0.19,1610,51.3,1.06,0.329,1.94,70.1,26.3,0.03,0.237,1,39.5,2880,1650,0.25,0.19,141.16,0.98,0.17,153.2,2.97,0.1,12.1,0.35,82.08,1660,7.5,5.4,0.202,1100,841,1.2,89.8,560,339,356,229,0.26,1.2,50,23.9,11.4,0.81,2.48,1050,210,33.8,10.1,1.06,3.8,686.46,0.37,7.21,1430,130,0.229,0.4,0.4,570,14,189.1,30.5,16.9,0.286,0.19,0.117,0.165,5.67,0.12,0.5,64.8,31.8
443,541130,7760000,200,"NOR","E",3,5,3,"MOSS","BIRCH","FOREST_TUNDRA",20,0.124,1340,32.8,0.396,0.166,3.86,104,38.6,0.01,0.091,5.62,44.7,4310,2510,0.189,0.13,281.932,1.41,0.27,218,2.44,0.14,10.4,0.32,97.2658,1800,6.7,6.4,0.212,1700,1420,1.4,87.7,1350,829,754,478,0.386,1.4,80,54.7,7.92,0.6,9.7,1400,419,11.3,2.5,0.46,4.2,1476.73,0.31,7.57,1510,160,0.097,0.4,0.4,530,9,262.508,34.1,15.5,0.188,0.22,0.095,0.069,5.24,0.06,0.7,63.5,29.9
444,850684,7540000,190,"RUS","E",3,6,3,"MOSS","SPRBI","BOREAL_FOREST",20,0.313,3160,198,0.968,0.276,2.58,79.4,26.4,0.53,0.106,1,45.4,2320,1370,0.356,0.25,145.28,1.81,0.46,143.1,4.15,0.11,10.4,0.31,54.88,2230,14.9,6.4,0.198,1100,954,10.8,85.5,700,444,224,139,0.52,1.4,120,63.7,15.7,1.48,2.7,1020,110,17.4,4.9,1.41,4,305.36,0.7,9.77,1460,134,0.167,0.3,0.4,490,12,176.82,126,72.2,1.15,0.23,0.087,0.355,4.25,0.07,5.9,57.9,28.4
445,798791,7470000,80,"RUS","FLAT",3.5,6,3.5,"MOSS","BISPR","BOREAL_FOREST",1,0.835,811,23.2,1.31,0.333,2.32,59.1,22.5,0.01,0.148,1,48.9,4060,2570,0.397,0.31,59.96,1.33,0.23,130.4,1.15,0.07,16.6,0.33,29.88,750,3.2,6.4,0.271,700,582,1.5,94.9,510,368,359,239,0.258,1,50,35.5,22.3,1.59,1.66,650,138,16.8,4.1,1.53,3.6,360.28,0.41,5.37,1280,88.5,0.309,0.1,0.4,440,9,105.08,41.6,24.3,0.112,0.025,0.146,0.046,2.53,0.05,0.4,66.2,27.3
447,726451,7740000,150,"RUS","FLAT",4.5,5,4,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",9,0.088,1170,18.7,0.981,0.025,3.77,28.4,6.94,0.04,0.079,1,47.4,3310,1780,0.274,0.19,52.78,0.95,0.16,85.3,1.38,0.02,7.54,0.05,32.18,1190,4,6.5,0.286,500,425,1.1,95.5,1970,1540,19.3,8.75,0.204,1.6,240,205,7.65,0.54,1.04,840,101,10,2.4,0.26,4,297.2,0.15,1.67,2240,86.3,0.158,0.3,1.05,490,4,86.76,56.5,29.1,0.243,0.09,0.038,0.109,2.7,0.03,0.5,50,18.2
448,611379,7810000,180,"NOR","FLAT",5,6,3,"MOSS","BIRCH","DWARF_SHRUB_TUNDRA",9,0.061,6400,201,1.81,0.203,8.51,45.3,13.6,0.29,0.106,1,23.3,1150,731,0.205,0.15,22.76,2.54,0.67,92.6,8.31,0.12,7.99,0.24,44.6,8420,86.9,3.3,0.187,2600,462,5.1,48.3,1500,577,55.6,23.5,0.184,1,110,83.5,7.41,1.07,0.5,754,59.9,12.5,3.7,0.05,4,132.04,0.97,13.5,1030,72,0.03,1.5,0.4,530,5,93.54,28.8,13.4,1.92,0.11,0.092,0.356,11.7,0.08,3.3,30.9,14.3
452,560450,7760000,260,"NOR","S",2,7,2,"LICHEN","BIRCH","FOREST_TUNDRA",20,0.041,1350,28.9,1.04,0.176,1.57,48.4,16.1,0.03,0.163,1,45.2,2780,1510,0.249,0.15,1,0.7,0.09,105.5,2.02,0.04,7.52,0.07,0.5,1540,4,6.3,0.191,700,423,0.9,82.4,840,588,60,28.9,0.187,1.5,120,90.1,8.81,0.57,0.5,736,129,20.6,5,0.32,3.8,2,0.15,3.27,1620,97.1,0.181,0.4,0.4,540,6,1,39.2,21.3,0.231,0.1,0.046,0.079,4.43,0.07,0.6,38.7,15
453,675508,7590000,130,"RUS","S",2,6,1,"LICHEN","PIBI","BOREAL_FOREST",6,0.43,2410,80,1.31,0.162,1.82,104,37,0.05,0.162,1,37.6,4720,2920,0.339,0.17,18.02,1.72,0.23,87.9,7.37,0.13,9.79,0.07,43.96,3770,11.6,4.8,0.205,600,405,2.6,78.1,880,426,201,104,0.208,1,60,20.7,9.36,0.48,11.22,800,82.2,20.1,3.8,0.32,4,441.92,0.4,4.32,1110,64.7,0.129,1.2,0.4,480,4,97.04,35.9,20.6,0.41,0.27,0.099,0.094,11.2,0.11,1.3,52.4,18.6
454,540620,7860000,120,"NOR","S",5,5,3,"MOSS",,"TUNDRA",10,0.088,2300,14.4,0.829,0.111,6.63,43.8,8.84,0.06,0.154,1,41.1,6830,4410,0.367,0.27,158.56,0.64,0.07,131.5,3.06,0.07,8.92,0.06,73.16,1160,2.9,5.6,0.171,1600,807,2.7,82.3,1710,1270,740,279,0.721,1.5,250,202,4.51,0.18,6.38,1070,175,20.2,4.4,0.11,4.5,802.52,0.15,8.78,2120,93,0.118,0.6,1.18,560,6,256.18,56.1,30.3,0.883,0.025,0.118,0.332,4.89,0.05,2.7,44.8,16.1
455,401650,7690000,380,"NOR","FLAT",2,6,2,"LICHEN","BIRCH","DWARF_SHRUB_TUNDRA",1,0.117,3490,336,0.872,0.163,2.15,86.5,27.6,0.08,0.099,1,47.8,2310,1370,0.307,0.19,50.34,1.72,0.51,116.2,1.28,0.04,6.17,0.13,94.1,2350,33.5,6.8,0.265,900,756,5,94.1,570,412,68.5,39.7,0.167,1.4,30,25.5,3.85,0.59,0.9,1300,109,12,3.4,0.05,3.9,423.14,0.5,6.67,1850,148,0.124,0.7,0.4,440,5,266.48,25.3,13.7,0.445,0.27,0.097,0.149,2.56,0.09,1.2,33.5,17.4
456,700690,7610000,150,"RUS","SW",2.5,6,2.5,"LICHEN","PIBI","BOREAL_FOREST",22,0.298,1470,55.1,1.15,0.46,2.23,92.2,31.9,0.03,0.174,1,48.2,3400,1970,0.275,0.19,110.98,2.71,0.48,148.3,3.08,0.07,23.3,0.49,65.48,1680,8,6.2,0.246,1000,841,1.7,92.2,1030,706,135,67.5,0.287,1.4,80,49.6,37.4,1.92,8.68,998,191,18.8,4.6,3.91,3.8,721.18,0.83,4.78,1510,136,0.201,0.5,0.4,500,7,271.08,30.8,18,0.16,0.15,0.071,0.061,5.01,0.09,0.7,51,20.1
457,421257,7400000,235,"FIN","S",2,10,1.5,"MOSS","PISPRBI","BOREAL_FOREST",7,0.187,1880,93.7,3.69,0.68,1.68,134,53.8,0.06,0.995,1,44.8,2020,1170,0.644,0.36,56.54,0.62,0.11,156.2,4.09,0.04,6.59,0.08,112.68,1940,9,5.8,0.268,800,650,1.5,83.8,370,197,75.4,39.5,0.37,1,60,32.8,4.12,0.31,3.4,725,146,65.3,18,0.05,3.4,725.28,0.15,7.26,1140,113,0.44,0.4,0.81,550,7,227.98,31.4,17.6,0.427,0.09,0.215,0.116,6.64,0.15,0.6,81.4,34
